Matricule,DEPARTURE_TIME,ARRIVAL_TIME,AIRPORT_C_IS_DEP,CREDIT,CORPS,SENIORITY,ISSENIOR,Date
07589   ,0000,2359,TUN,64.12,PNC,7589,1,7/1/2022
11077   ,0000,2359,TUN,64.21,PNC,11077,1,7/1/2022
10312   ,0000,2359,TUN,66.32,PNC,10312,1,7/1/2022
07531   ,0000,2359,TUN,67.18,PNC,7531,1,7/1/2022
10964   ,0000,2359,TUN,67.18,PNC,10964,1,7/1/2022
11056   ,0000,2359,TUN,67.41,PNC,11056,1,7/1/2022
07608   ,0000,2359,TUN,67.52,PNC,7608,1,7/1/2022
07051   ,0000,2359,TUN,67.56,PNC,7051,1,7/1/2022
07506   ,0000,2359,TUN,72.42,PNC,7506,1,7/1/2022
11078   ,0000,2359,TUN,72.44,PNC,11078,1,7/1/2022
07923   ,0000,2359,TUN,72.59,PNC,7923,1,7/1/2022
10230   ,0000,2359,TUN,75.26,PNC,10230,1,7/1/2022
07502   ,0100,2300,TUN,21.3,PNC,7502,1,7/1/2022
09595   ,0100,2300,TUN,48.24,PNC,9595,1,7/1/2022
07563   ,0100,2300,TUN,50.25,PNC,7563,1,7/1/2022
07922   ,0100,2300,TUN,54.1,PNC,7922,1,7/1/2022
12434   ,0100,2300,TUN,54.4,PNC,12434,1,7/1/2022
06684   ,0100,2300,TUN,56.45,PNC,6684,1,7/1/2022
07525   ,0100,2300,TUN,57,PNC,7525,1,7/1/2022
07537   ,0100,2300,TUN,57.25,PNC,7537,1,7/1/2022
10300   ,0100,2300,TUN,57.25,PNC,10300,1,7/1/2022
07551   ,0100,2300,TUN,59.5,PNC,7551,1,7/1/2022
08804   ,0100,2300,TUN,59.5,PNC,8804,1,7/1/2022
10471   ,0100,2300,TUN,60,PNC,10471,1,7/1/2022
07918   ,0100,2300,TUN,60.1,PNC,7918,1,7/1/2022
08880   ,0100,2300,TUN,62.2,PNC,8880,1,7/1/2022
07053   ,0100,2300,TUN,62.5,PNC,7053,1,7/1/2022
10310   ,0100,2300,TUN,62.5,PNC,10310,1,7/1/2022
08824   ,0100,2300,TUN,62.5,PNC,8824,1,7/1/2022
10969   ,0100,2300,TUN,63.55,PNC,10969,1,7/1/2022
09468   ,0100,2300,TUN,63.55,PNC,9468,1,7/1/2022
11051   ,0100,2300,TUN,64,PNC,11051,1,7/1/2022
08820   ,0100,2300,TUN,64.35,PNC,8820,1,7/1/2022
07495   ,0100,2300,TUN,64.5,PNC,7495,1,7/1/2022
10210   ,0100,2300,TUN,64.55,PNC,10210,1,7/1/2022
07517   ,0100,2300,TUN,65.1,PNC,7517,1,7/1/2022
07607   ,0100,2300,TUN,65.2,PNC,7607,1,7/1/2022
08867   ,0100,2300,TUN,66.15,PNC,8867,1,7/1/2022
12920   ,0100,2300,TUN,68.15,PNC,12920,1,7/1/2022
12497   ,0100,2300,TUN,68.3,PNC,12497,1,7/1/2022
12272   ,0100,2300,TUN,68.35,PNC,12272,1,7/1/2022
12276   ,0100,2300,TUN,68.45,PNC,12276,1,7/1/2022
12422   ,0100,2300,TUN,68.5,PNC,0,1,7/1/2022
12545   ,0100,2300,TUN,68.55,PNC,12545,1,7/1/2022
12536   ,0100,2300,TUN,69.35,PNC,12536,1,7/1/2022
10320   ,0100,2300,TUN,69.45,PNC,10320,1,7/1/2022
12492   ,0100,2300,TUN,70.15,PNC,12492,1,7/1/2022
10297   ,0100,2300,TUN,71.2,PNC,10297,1,7/1/2022
12262   ,0100,2300,TUN,73.5,PNC,12262,1,7/1/2022
10214   ,0100,2300,TUN,74.15,PNC,10214,1,7/1/2022
07630   ,0649,0906,TUN,59.4,PNC,7630,1,7/1/2022
12426   ,0649,0906,TUN,64.14,PNC,12426,1,7/1/2022
10336   ,0649,0906,TUN,68.15,PNC,10336,1,7/1/2022
07535   ,0656,0841,TUN,44.1,PNC,7535,1,7/1/2022
09181   ,0656,0841,TUN,57.29,PNC,9181,1,7/1/2022
07633   ,0700,1500,TUN,46.1,PNC,7633,1,7/1/2022
07519   ,0700,1500,TUN,53.25,PNC,7519,1,7/1/2022
10317   ,0725,0920,TUN,61,PNC,10317,1,7/1/2022
12916   ,0725,0920,TUN,62,PNC,12916,1,7/1/2022
09172   ,0725,0920,TUN,76.55,PNC,9172,1,7/1/2022
12913   ,0800,1400,TUN,51.35,PNC,12913,1,7/1/2022
12425   ,0800,1400,TUN,61.4,PNC,12425,1,7/1/2022
10456   ,0920,1815,TUN,61.1,PNC,10456,1,7/1/2022
12268   ,0920,1815,TUN,63.15,PNC,12268,1,7/1/2022
12269   ,0920,1815,TUN,64.2,PNC,12269,1,7/1/2022
12270   ,0920,1815,TUN,64.46,PNC,12270,1,7/1/2022
10330   ,0920,1815,TUN,67,PNC,10330,1,7/1/2022
08852   ,0920,1815,TUN,68.2,PNC,8852,1,7/1/2022
12424   ,0920,1815,TUN,75.11,PNC,12424,1,7/1/2022
12936   ,1105,1235,TUN,56.17,PNC,12936,1,7/1/2022
09187   ,1300,1900,TUN,44.14,PNC,9187,1,7/1/2022
11057   ,1300,1900,TUN,52.49,PNC,11057,1,7/1/2022
11709   ,1345,1625,TUN,59.2,PNC,11709,1,7/1/2022
07601   ,1345,1625,TUN,64.53,PNC,7601,1,7/1/2022
12405   ,1345,1625,TUN,68.25,PNC,12405,1,7/1/2022
10308   ,1355,1610,TUN,50.55,PNC,10308,1,7/1/2022
06903   ,1445,1710,TUN,57.21,PNC,6903,1,7/1/2022
07924   ,1445,1710,TUN,66.45,PNC,7924,1,7/1/2022
